uid,namedLocation,domainID,siteID,plotID,trapID,weighDate,setDate,collectDate,eventID,ovenStartDate,ovenEndDate,fieldSampleID,sampleCondition,samplePrepMethod,massSampleID,samplingProtocolVersion,biogeoSample,functionalGroup,dryMass,qaDryMass,remarks,measuredBy,publicationDate,release
77143d39-48c7-49e9-90bf-96cecc4a925e,NIWO_047.basePlot.ltr,D13,NIWO,NIWO_047,NIWO_047_197,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO047197.20160616,,,NEON.LTR.NIWO047197.20160616.OTH,NEON.DOC.001710vE,N,Other,0.48,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
1e6508b3-2322-4f95-a0b3-d6f575160aee,NIWO_058.basePlot.ltr,D13,NIWO,NIWO_058,NIWO_058_101,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO058101.20160616,,,NEON.LTR.NIWO058101.20160616.WDY,NEON.DOC.001710vE,N,Woody material,0.08,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
c1d2d225-cb45-463d-b000-55281abfb038,NIWO_064.basePlot.ltr,D13,NIWO,NIWO_064,NIWO_064_103,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO064103.20160616,,,NEON.LTR.NIWO064103.20160616.LVS,NEON.DOC.001710vE,N,Leaves,0,N,no sample to collect,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
86fb6d60-6afa-4f4c-8775-b1d3411f1feb,NIWO_064.basePlot.ltr,D13,NIWO,NIWO_064,NIWO_064_103,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO064103.20160616,,,NEON.LTR.NIWO064103.20160616.NDL,NEON.DOC.001710vE,N,Needles,3.56,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
68c25e8e-2dc2-4612-95f8-62d3bd681ed8,NIWO_062.basePlot.ltr,D13,NIWO,NIWO_062,NIWO_062_050,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO062050.20160616,,,NEON.LTR.NIWO062050.20160616.WDY,NEON.DOC.001710vE,N,Woody material,0.12,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
57bec611-a94d-4e92-b628-3bc97d803ae2,NIWO_058.basePlot.ltr,D13,NIWO,NIWO_058,NIWO_058_101,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO058101.20160616,,,NEON.LTR.NIWO058101.20160616.LVS,NEON.DOC.001710vE,N,Leaves,0,N,no sample to collect,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
50935ac6-3e63-4719-9b72-a2756d0ea498,NIWO_062.basePlot.ltr,D13,NIWO,NIWO_062,NIWO_062_050,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO062050.20160616,,,NEON.LTR.NIWO062050.20160616.NDL,NEON.DOC.001710vE,N,Needles,2.49,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
fc420c33-9a44-4773-b784-c14ea1508481,NIWO_047.basePlot.ltr,D13,NIWO,NIWO_047,NIWO_047_197,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO047197.20160616,,,NEON.LTR.NIWO047197.20160616.TWI,NEON.DOC.001710vE,N,Twigs/branches,0.07,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
2cdac1d2-e5c4-4706-bf80-9ed6c3ab9a67,NIWO_058.basePlot.ltr,D13,NIWO,NIWO_058,NIWO_058_101,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO058101.20160616,,,NEON.LTR.NIWO058101.20160616.SDS,NEON.DOC.001710vE,N,Seeds,0.01,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
14adb61b-1cb9-4f55-95fc-0e81f933dbcd,NIWO_064.basePlot.ltr,D13,NIWO,NIWO_064,NIWO_064_103,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO064103.20160616,,,NEON.LTR.NIWO064103.20160616.TWI,NEON.DOC.001710vE,N,Twigs/branches,1.15,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
8a6dbd9b-0612-413b-9171-7df20471ea42,NIWO_062.basePlot.ltr,D13,NIWO,NIWO_062,NIWO_062_050,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO062050.20160616,,,NEON.LTR.NIWO062050.20160616.LVS,NEON.DOC.001710vE,N,Leaves,0.19,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
66bdab15-d9dd-4979-ac83-9f26c32e414a,NIWO_061.basePlot.ltr,D13,NIWO,NIWO_061,NIWO_061_169,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO061169.20160616,,,NEON.LTR.NIWO061169.20160616.FLR,NEON.DOC.001710vE,N,Flowers,0,N,no sample to collect,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
48251871-e08a-4aac-b786-01e391c3c019,NIWO_047.basePlot.ltr,D13,NIWO,NIWO_047,NIWO_047_197,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO047197.20160616,,,NEON.LTR.NIWO047197.20160616.WDY,NEON.DOC.001710vE,N,Woody material,0.02,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
744c60a6-38d8-41cd-8e9b-5ecde53adde6,NIWO_061.basePlot.ltr,D13,NIWO,NIWO_061,NIWO_061_169,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO061169.20160616,,,NEON.LTR.NIWO061169.20160616.WDY,NEON.DOC.001710vE,N,Woody material,1.35,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
5bc17c4f-d3c7-4a8f-80bf-2751de083fc6,NIWO_057.basePlot.ltr,D13,NIWO,NIWO_057,NIWO_057_081,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-17 17:15:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO057081.20160616,,,NEON.LTR.NIWO057081.20160616.SDS,NEON.DOC.001710vE,N,Seeds,0.005,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
07349521-3253-4655-9f5e-5ae573e44d1f,NIWO_064.basePlot.ltr,D13,NIWO,NIWO_064,NIWO_064_103,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO064103.20160616,,,NEON.LTR.NIWO064103.20160616.FLR,NEON.DOC.001710vE,N,Flowers,0,N,no sample to collect,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
734b4f64-c741-485f-9455-1685c4a96e59,NIWO_058.basePlot.ltr,D13,NIWO,NIWO_058,NIWO_058_101,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO058101.20160616,,,NEON.LTR.NIWO058101.20160616.FLR,NEON.DOC.001710vE,N,Flowers,0,N,no sample to collect,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
584ae890-2ab5-408a-8661-a005191b9353,NIWO_047.basePlot.ltr,D13,NIWO,NIWO_047,NIWO_047_197,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO047197.20160616,,,NEON.LTR.NIWO047197.20160616.SDS,NEON.DOC.001710vE,N,Seeds,0,N,no sample to collect,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
15c3d007-ab29-4ca4-83b1-13cee15b105e,NIWO_057.basePlot.ltr,D13,NIWO,NIWO_057,NIWO_057_081,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-17 17:15:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO057081.20160616,,,NEON.LTR.NIWO057081.20160616.FLR,NEON.DOC.001710vE,N,Flowers,0.11,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
c720291a-1334-4fa5-9d82-8b1300efad5e,NIWO_061.basePlot.ltr,D13,NIWO,NIWO_061,NIWO_061_169,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO061169.20160616,,,NEON.LTR.NIWO061169.20160616.OTH,NEON.DOC.001710vE,N,Other,0.27,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
1c97f81b-41fb-4e6a-92ba-cba6f3979569,NIWO_058.basePlot.ltr,D13,NIWO,NIWO_058,NIWO_058_101,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO058101.20160616,,,NEON.LTR.NIWO058101.20160616.NDL,NEON.DOC.001710vE,N,Needles,1.11,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
f8f08b2b-3791-4132-b317-c1fcff4068ab,NIWO_062.basePlot.ltr,D13,NIWO,NIWO_062,NIWO_062_050,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO062050.20160616,,,NEON.LTR.NIWO062050.20160616.TWI,NEON.DOC.001710vE,N,Twigs/branches,0.04,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
535aabb2-ee06-4379-8311-5f9b8d6646c8,NIWO_061.basePlot.ltr,D13,NIWO,NIWO_061,NIWO_061_169,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO061169.20160616,,,NEON.LTR.NIWO061169.20160616.TWI,NEON.DOC.001710vE,N,Twigs/branches,1.79,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
07a22047-4578-490e-91d2-205321666a54,NIWO_057.basePlot.ltr,D13,NIWO,NIWO_057,NIWO_057_081,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-17 17:15:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO057081.20160616,,,NEON.LTR.NIWO057081.20160616.NDL,NEON.DOC.001710vE,N,Needles,20.96,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
2b1b797c-45de-4259-b116-7fa14fd0df39,NIWO_057.basePlot.ltr,D13,NIWO,NIWO_057,NIWO_057_081,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-17 17:15:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO057081.20160616,,,NEON.LTR.NIWO057081.20160616.OTH,NEON.DOC.001710vE,N,Other,0.28,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
4aac384c-aace-4169-bfd6-92640db51d0a,NIWO_062.basePlot.ltr,D13,NIWO,NIWO_062,NIWO_062_050,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO062050.20160616,,,NEON.LTR.NIWO062050.20160616.SDS,NEON.DOC.001710vE,N,Seeds,0,N,no sample to collect,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
1c52f56c-f698-40a1-9d8f-97d23074404e,NIWO_061.basePlot.ltr,D13,NIWO,NIWO_061,NIWO_061_169,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO061169.20160616,,,NEON.LTR.NIWO061169.20160616.NDL,NEON.DOC.001710vE,N,Needles,15.54,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
aaf73cb9-2a7b-4705-a5d1-310650654c56,NIWO_064.basePlot.ltr,D13,NIWO,NIWO_064,NIWO_064_103,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO064103.20160616,,,NEON.LTR.NIWO064103.20160616.OTH,NEON.DOC.001710vE,N,Other,0,N,no sample to collect,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
da44448e-6b6a-4e23-9864-45c5dace1906,NIWO_064.basePlot.ltr,D13,NIWO,NIWO_064,NIWO_064_103,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO064103.20160616,,,NEON.LTR.NIWO064103.20160616.WDY,NEON.DOC.001710vE,N,Woody material,4.12,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
6f92f493-e529-4a9d-a500-f6e7ff3821d6,NIWO_064.basePlot.ltr,D13,NIWO,NIWO_064,NIWO_064_103,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO064103.20160616,,,NEON.LTR.NIWO064103.20160616.SDS,NEON.DOC.001710vE,N,Seeds,0,N,no sample to collect,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
bd314968-e33b-4ac2-9e03-df573eabda74,NIWO_058.basePlot.ltr,D13,NIWO,NIWO_058,NIWO_058_101,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO058101.20160616,,,NEON.LTR.NIWO058101.20160616.TWI,NEON.DOC.001710vE,N,Twigs/branches,0.52,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
c784fcfa-dd6d-4556-91e6-3a0101701e54,NIWO_058.basePlot.ltr,D13,NIWO,NIWO_058,NIWO_058_101,2016-06-22,2015-09-29,2016-06-16,LTR.2016.NIWO.01,2016-06-16 23:20:00+00:00,2016-06-22 22:25:00+00:00,NEON.LTR.NIWO058101.20160616,,,NEON.LTR.NIWO058101.20160616.OTH,NEON.DOC.001710vE,N,Other,0.02,N,,jlinden@field-ops.org,20251204T230619Z,RELEASE-2026
252ca4d2-ee5a-432c-874d-98aa38e20d6e,NIWO_051.basePlot.ltr,D13,NIWO,NIWO_051,NIWO_051_045,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-15 20:35:00+00:00,2016-07-20 20:17:00+00:00,NEON.LTR.NIWO051045.20160714,,,NEON.LTR.NIWO051045.20160714.TWI,NEON.DOC.001710vE,N,Twigs/branches,0.36,N,,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
b10825a1-696e-4334-831f-a9d4c1c2d31c,NIWO_051.basePlot.ltr,D13,NIWO,NIWO_051,NIWO_051_045,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-15 20:35:00+00:00,2016-07-20 20:17:00+00:00,NEON.LTR.NIWO051045.20160714,,,NEON.LTR.NIWO051045.20160714.LVS,NEON.DOC.001710vE,N,Leaves,0.06,N,,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
86462b8c-e133-4e0d-99cf-6cd0e7009e9f,NIWO_067.basePlot.ltr,D13,NIWO,NIWO_067,NIWO_067_017,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-14 23:15:00+00:00,2016-07-20 20:17:00+00:00,NEON.LTR.NIWO067017.20160714,,,NEON.LTR.NIWO067017.20160714.TWI,NEON.DOC.001710vE,N,Twigs/branches,1.13,N,,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
85c347ce-ea1d-4873-a8b7-911b28d00081,NIWO_067.basePlot.ltr,D13,NIWO,NIWO_067,NIWO_067_017,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-14 23:15:00+00:00,2016-07-20 20:17:00+00:00,NEON.LTR.NIWO067017.20160714,,,NEON.LTR.NIWO067017.20160714.WDY,NEON.DOC.001710vE,N,Woody material,0.43,N,,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
c41840d0-1967-4b41-a6a7-b81ca4c5471b,NIWO_063.basePlot.ltr,D13,NIWO,NIWO_063,NIWO_063_062,,2015-09-26,2016-07-14,LTR.2016.NIWO.02,,,NEON.LTR.NIWO063062.20160714,,,NEON.LTR.NIWO063062.20160714.MXT,,,Mixed,0,N,,,20251204T230155Z,RELEASE-2026
716155e6-a669-418e-9c01-32eac3acd7f4,NIWO_041.basePlot.ltr,D13,NIWO,NIWO_041,NIWO_041_059,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-15 20:35:00+00:00,2016-07-20 20:17:00+00:00,NEON.LTR.NIWO041059.20160714,,,NEON.LTR.NIWO041059.20160714.SDS,NEON.DOC.001710vE,N,Seeds,0,N,no sample to collect,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
fcf2e708-ca67-405e-bc6c-123b324f6661,NIWO_041.basePlot.ltr,D13,NIWO,NIWO_041,NIWO_041_059,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-15 20:35:00+00:00,2016-07-20 20:17:00+00:00,NEON.LTR.NIWO041059.20160714,,,NEON.LTR.NIWO041059.20160714.LVS,NEON.DOC.001710vE,N,Leaves,0.08,N,,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
ec1db720-552e-4476-bf5a-bc9054018e06,NIWO_046.basePlot.ltr,D13,NIWO,NIWO_046,NIWO_046_155,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-14 23:15:00+00:00,2016-07-20 20:14:00+00:00,NEON.LTR.NIWO046155.20160714,,,NEON.LTR.NIWO046155.20160714.WDY,NEON.DOC.001710vE,N,Woody material,0.33,N,,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
d4ad65d9-0175-43bf-9327-725099f73823,NIWO_046.basePlot.ltr,D13,NIWO,NIWO_046,NIWO_046_155,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-14 23:15:00+00:00,2016-07-20 20:14:00+00:00,NEON.LTR.NIWO046155.20160714,,,NEON.LTR.NIWO046155.20160714.FLR,NEON.DOC.001710vE,N,Flowers,0,N,no sample to collect,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
bea2cb14-a561-4998-9f24-edf11676964d,NIWO_067.basePlot.ltr,D13,NIWO,NIWO_067,NIWO_067_017,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-14 23:15:00+00:00,2016-07-20 20:17:00+00:00,NEON.LTR.NIWO067017.20160714,,,NEON.LTR.NIWO067017.20160714.SDS,NEON.DOC.001710vE,N,Seeds,0,N,no sample to collect,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
223e91ff-b4a2-4ff7-bfe6-67920d237aee,NIWO_046.basePlot.ltr,D13,NIWO,NIWO_046,NIWO_046_155,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-14 23:15:00+00:00,2016-07-20 20:14:00+00:00,NEON.LTR.NIWO046155.20160714,,,NEON.LTR.NIWO046155.20160714.LVS,NEON.DOC.001710vE,N,Leaves,0.01,N,,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
9e566df0-ba24-4ac0-93e4-24ba21db28ff,NIWO_046.basePlot.ltr,D13,NIWO,NIWO_046,NIWO_046_155,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-14 23:15:00+00:00,2016-07-20 20:14:00+00:00,NEON.LTR.NIWO046155.20160714,,,NEON.LTR.NIWO046155.20160714.NDL,NEON.DOC.001710vE,N,Needles,16.86,N,,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
0f5aa3e8-a395-4e3d-a4a0-e73a7ed9d19d,NIWO_051.basePlot.ltr,D13,NIWO,NIWO_051,NIWO_051_045,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-15 20:35:00+00:00,2016-07-20 20:17:00+00:00,NEON.LTR.NIWO051045.20160714,,,NEON.LTR.NIWO051045.20160714.NDL,NEON.DOC.001710vE,N,Needles,4.14,N,,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
4b6fbf9c-dce3-4a69-b9ef-e124f13f944f,NIWO_051.basePlot.ltr,D13,NIWO,NIWO_051,NIWO_051_045,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-15 20:35:00+00:00,2016-07-20 20:17:00+00:00,NEON.LTR.NIWO051045.20160714,,,NEON.LTR.NIWO051045.20160714.SDS,NEON.DOC.001710vE,N,Seeds,0.01,N,,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
62444650-c5f2-4dfd-b284-745c0f70295b,NIWO_046.basePlot.ltr,D13,NIWO,NIWO_046,NIWO_046_155,2016-07-20,2015-09-26,2016-07-14,LTR.2016.NIWO.02,2016-07-14 23:15:00+00:00,2016-07-20 20:14:00+00:00,NEON.LTR.NIWO046155.20160714,,,NEON.LTR.NIWO046155.20160714.OTH,NEON.DOC.001710vE,N,Other,1.68,N,,szrillo@field-ops.org,20251204T230155Z,RELEASE-2026
