"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/02/2025","AQS","370030005","1","0.017","ppm","16","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/03/2025","AQS","370030005","1","0.032","ppm","30","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/04/2025","AQS","370030005","1","0.039","ppm","36","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/05/2025","AQS","370030005","1","0.043","ppm","40","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/06/2025","AQS","370030005","1","0.047","ppm","44","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/07/2025","AQS","370030005","1","0.036","ppm","33","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/08/2025","AQS","370030005","1","0.054","ppm","50","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/09/2025","AQS","370030005","1","0.052","ppm","48","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/10/2025","AQS","370030005","1","0.032","ppm","30","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/11/2025","AQS","370030005","1","0.046","ppm","43","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/12/2025","AQS","370030005","1","0.044","ppm","41","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/13/2025","AQS","370030005","1","0.051","ppm","47","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/14/2025","AQS","370030005","1","0.064","ppm","80","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/15/2025","AQS","370030005","1","0.048","ppm","44","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/16/2025","AQS","370030005","1","0.051","ppm","47","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/17/2025","AQS","370030005","1","0.059","ppm","64","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/18/2025","AQS","370030005","1","0.062","ppm","74","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/19/2025","AQS","370030005","1","0.055","ppm","51","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/20/2025","AQS","370030005","1","0.048","ppm","44","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/21/2025","AQS","370030005","1","0.054","ppm","50","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/22/2025","AQS","370030005","1","0.034","ppm","31","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/23/2025","AQS","370030005","1","0.052","ppm","48","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/24/2025","AQS","370030005","1","0.038","ppm","35","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/25/2025","AQS","370030005","1","0.038","ppm","35","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/26/2025","AQS","370030005","1","0.041","ppm","38","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/27/2025","AQS","370030005","1","0.052","ppm","48","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/28/2025","AQS","370030005","1","0.062","ppm","74","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/29/2025","AQS","370030005","1","0.049","ppm","45","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"04/30/2025","AQS","370030005","1","0.04","ppm","37","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/01/2025","AQS","370030005","1","0.041","ppm","38","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/02/2025","AQS","370030005","1","0.044","ppm","41","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/03/2025","AQS","370030005","1","0.031","ppm","29","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/04/2025","AQS","370030005","1","0.047","ppm","44","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/05/2025","AQS","370030005","1","0.048","ppm","44","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/06/2025","AQS","370030005","1","0.047","ppm","44","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/07/2025","AQS","370030005","1","0.044","ppm","41","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/08/2025","AQS","370030005","1","0.042","ppm","39","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/09/2025","AQS","370030005","1","0.048","ppm","44","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/10/2025","AQS","370030005","1","0.047","ppm","44","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/11/2025","AQS","370030005","1","0.036","ppm","33","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/12/2025","AQS","370030005","1","0.025","ppm","23","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/13/2025","AQS","370030005","1","0.045","ppm","42","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/14/2025","AQS","370030005","1","0.039","ppm","36","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/15/2025","AQS","370030005","1","0.053","ppm","49","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/16/2025","AQS","370030005","1","0.035","ppm","32","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/17/2025","AQS","370030005","1","0.046","ppm","43","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/18/2025","AQS","370030005","1","0.045","ppm","42","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/19/2025","AQS","370030005","1","0.043","ppm","40","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/20/2025","AQS","370030005","1","0.051","ppm","47","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/21/2025","AQS","370030005","1","0.046","ppm","43","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/22/2025","AQS","370030005","1","0.052","ppm","48","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/23/2025","AQS","370030005","1","0.043","ppm","40","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/24/2025","AQS","370030005","1","0.042","ppm","39","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/25/2025","AQS","370030005","1","0.045","ppm","42","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/26/2025","AQS","370030005","1","0.029","ppm","27","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/27/2025","AQS","370030005","1","0.032","ppm","30","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/28/2025","AQS","370030005","1","0.028","ppm","26","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/29/2025","AQS","370030005","1","0.032","ppm","30","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/30/2025","AQS","370030005","1","0.046","ppm","43","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"05/31/2025","AQS","370030005","1","0.048","ppm","44","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/01/2025","AQS","370030005","1","0.04","ppm","37","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/02/2025","AQS","370030005","1","0.049","ppm","45","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/03/2025","AQS","370030005","1","0.058","ppm","61","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/04/2025","AQS","370030005","1","0.056","ppm","54","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/05/2025","AQS","370030005","1","0.034","ppm","31","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/06/2025","AQS","370030005","1","0.04","ppm","37","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/07/2025","AQS","370030005","1","0.038","ppm","35","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/08/2025","AQS","370030005","1","0.034","ppm","31","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/09/2025","AQS","370030005","1","0.048","ppm","44","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/10/2025","AQS","370030005","1","0.043","ppm","40","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/11/2025","AQS","370030005","1","0.045","ppm","42","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/12/2025","AQS","370030005","1","0.053","ppm","49","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/13/2025","AQS","370030005","1","0.031","ppm","29","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/14/2025","AQS","370030005","1","0.031","ppm","29","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/15/2025","AQS","370030005","1","0.026","ppm","24","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/16/2025","AQS","370030005","1","0.03","ppm","28","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/17/2025","AQS","370030005","1","0.038","ppm","35","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/18/2025","AQS","370030005","1","0.034","ppm","31","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/19/2025","AQS","370030005","1","0.025","ppm","23","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/20/2025","AQS","370030005","1","0.051","ppm","47","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/21/2025","AQS","370030005","1","0.051","ppm","47","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/22/2025","AQS","370030005","1","0.043","ppm","40","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/23/2025","AQS","370030005","1","0.041","ppm","38","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/24/2025","AQS","370030005","1","0.04","ppm","37","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/25/2025","AQS","370030005","1","0.038","ppm","35","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/26/2025","AQS","370030005","1","0.043","ppm","40","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/27/2025","AQS","370030005","1","0.055","ppm","51","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/28/2025","AQS","370030005","1","0.044","ppm","41","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/29/2025","AQS","370030005","1","0.04","ppm","37","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"06/30/2025","AQS","370030005","1","0.043","ppm","40","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"07/01/2025","AQS","370030005","1","0.04","ppm","37","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"07/02/2025","AQS","370030005","1","0.04","ppm","37","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"07/03/2025","AQS","370030005","1","0.048","ppm","44","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
"07/04/2025","AQS","370030005","1","0.052","ppm","48","Taylorsville Liledoun","17","100.0000","44201","Ozone","047","25860","Hickory-Lenoir-Morganton, NC","37","North Carolina","003","Alexander","35.9138000008966","-81.191"
